id_produto,limite_credito,faixa_limite,tipo_cartao
1811,40045,30k-60k,Standard
1812,100446,> 100k,Standard
1813,27654,10k-30k,Standard
1814,34314,30k-60k,Standard
1815,73663,60k-100k,Gold
1816,46101,30k-60k,Standard
1817,12081,10k-30k,Standard
1818,38918,30k-60k,Gold
1819,104669,> 100k,Standard
1820,35388,30k-60k,Standard
1821,5329,< 10k,Standard
1822,47655,30k-60k,Gold
1823,31605,30k-60k,Platinum
1824,10093,10k-30k,Gold
1825,11209,10k-30k,Gold
1826,71867,60k-100k,Standard
1827,21749,10k-30k,Gold
1828,19240,10k-30k,Platinum
1829,35420,30k-60k,Standard
1830,23133,10k-30k,Gold
1831,38949,30k-60k,Standard
1832,31511,30k-60k,Standard
1833,15677,10k-30k,Gold
1834,25391,10k-30k,Standard
1835,49509,30k-60k,Standard
1836,37396,30k-60k,Gold
1837,34291,30k-60k,Gold
1838,140951,> 100k,Gold
1839,60580,60k-100k,Standard
1840,65953,60k-100k,Standard
1841,32332,30k-60k,Platinum
1842,42366,30k-60k,Standard
1843,26855,10k-30k,Platinum
1844,62585,60k-100k,Gold
1845,33614,30k-60k,Gold
1846,42432,30k-60k,Standard
1847,40636,30k-60k,Standard
1848,35856,30k-60k,Gold
1849,284000,> 100k,Standard
1850,22773,10k-30k,Gold
1851,22629,10k-30k,Gold
1852,59033,30k-60k,Standard
1853,23941,10k-30k,Gold
1854,29614,10k-30k,Standard
1855,16975,10k-30k,Standard
1856,51230,30k-60k,Standard
1857,51687,30k-60k,Gold
1858,29125,10k-30k,Standard
1859,59896,30k-60k,Standard
1860,9890,< 10k,Standard
1861,22141,10k-30k,Standard
1862,32241,30k-60k,Standard
1863,15984,10k-30k,Standard
1864,10677,10k-30k,Gold
1865,29274,10k-30k,Standard
1866,59030,30k-60k,Standard
1867,89096,60k-100k,Standard
1868,24757,10k-30k,Platinum
1869,60672,60k-100k,Standard
1870,56702,30k-60k,Gold
1871,85222,60k-100k,Gold
1872,28420,10k-30k,Gold
1873,10311,10k-30k,Gold
1874,38144,30k-60k,Standard
1875,17860,10k-30k,Gold
1876,21884,10k-30k,Standard
1877,29411,10k-30k,Gold
1878,28645,10k-30k,Platinum
1879,40098,30k-60k,Platinum
1880,59409,30k-60k,Standard
1881,28073,10k-30k,Standard
1882,47905,30k-60k,Standard
1883,36694,30k-60k,Standard
1884,69901,60k-100k,Standard
1885,31824,30k-60k,Standard
1886,34363,30k-60k,Platinum
1887,27942,10k-30k,Standard
1888,32416,30k-60k,Gold
1889,20984,10k-30k,Standard
1890,19578,10k-30k,Gold
1891,62507,60k-100k,Platinum
1892,17013,10k-30k,Standard
1893,29045,10k-30k,Standard
1894,73920,60k-100k,Standard
1895,28370,10k-30k,Platinum
1896,64868,60k-100k,Standard
1897,24011,10k-30k,Standard
1898,17399,10k-30k,Standard
1899,11892,10k-30k,Standard
1900,91026,60k-100k,Gold
1901,16386,10k-30k,Standard
1902,61269,60k-100k,Standard
1903,18034,10k-30k,Standard
1904,91323,60k-100k,Platinum
1905,170203,> 100k,Standard
1906,11152,10k-30k,Gold
1907,16994,10k-30k,Standard
1908,62391,60k-100k,Gold
1909,52006,30k-60k,Platinum
1910,62557,60k-100k,Standard
1911,24303,10k-30k,Standard
1912,145987,> 100k,Standard
1913,39443,30k-60k,Gold
1914,15492,10k-30k,Standard
1915,30418,30k-60k,Standard
1916,15638,10k-30k,Standard
1917,110598,> 100k,Standard
1918,22874,10k-30k,Standard
1919,51263,30k-60k,Gold
1920,26121,10k-30k,Gold
1921,23605,10k-30k,Standard
1922,9535,< 10k,Gold
1923,55200,30k-60k,Gold
1924,90167,60k-100k,Gold
1925,19126,10k-30k,Standard
1926,12312,10k-30k,Standard
1927,63724,60k-100k,Gold
1928,11471,10k-30k,Gold
1929,85278,60k-100k,Standard
1930,19281,10k-30k,Standard
1931,16775,10k-30k,Standard
1932,43214,30k-60k,Standard
1933,17558,10k-30k,Standard
1934,22137,10k-30k,Standard
1935,46526,30k-60k,Standard
1936,6631,< 10k,Gold
1937,114656,> 100k,Standard
1938,37441,30k-60k,Standard
1939,14690,10k-30k,Standard
1940,17817,10k-30k,Standard
1941,72704,60k-100k,Standard
1942,55311,30k-60k,Gold
1943,95869,60k-100k,Standard
1944,22518,10k-30k,Gold
1945,44694,30k-60k,Gold
1946,48952,30k-60k,Gold
1947,59082,30k-60k,Gold
1948,79945,60k-100k,Gold
1949,21980,10k-30k,Standard
1950,33526,30k-60k,Platinum
1951,23692,10k-30k,Standard
1952,35002,30k-60k,Standard
1953,59213,30k-60k,Standard
1954,11409,10k-30k,Gold
1955,78949,60k-100k,Standard
1956,16359,10k-30k,Platinum
1957,29285,10k-30k,Standard
1958,86747,60k-100k,Gold
1959,45688,30k-60k,Standard
1960,46058,30k-60k,Standard
1961,15891,10k-30k,Standard
1962,17485,10k-30k,Standard
1963,70184,60k-100k,Standard
1964,24043,10k-30k,Platinum
1965,25682,10k-30k,Standard
1966,71308,60k-100k,Gold
1967,17414,10k-30k,Standard
1968,43847,30k-60k,Standard
1969,37422,30k-60k,Standard
1970,36247,30k-60k,Standard
1971,25262,10k-30k,Gold
1972,24199,10k-30k,Gold
1973,17071,10k-30k,Standard
1974,50912,30k-60k,Gold
1975,22749,10k-30k,Standard
1976,71547,60k-100k,Gold
1977,31033,30k-60k,Gold
1978,17310,10k-30k,Gold
1979,30746,30k-60k,Standard
1980,27238,10k-30k,Standard
1981,73597,60k-100k,Standard
1982,28048,10k-30k,Platinum
1983,29931,10k-30k,Platinum
1984,97546,60k-100k,Standard
1985,51833,30k-60k,Gold
1986,116296,> 100k,Platinum
1987,87669,60k-100k,Standard
1988,19515,10k-30k,Gold
1989,72617,60k-100k,Standard
1990,105631,> 100k,Standard
1991,106188,> 100k,Standard
1992,72523,60k-100k,Standard
1993,71486,60k-100k,Gold
1994,29381,10k-30k,Standard
1995,20207,10k-30k,Standard
1996,28380,10k-30k,Standard
1997,11323,10k-30k,Standard
1998,92962,60k-100k,Standard
1999,29783,10k-30k,Standard
2000,89673,60k-100k,Standard
2001,15335,10k-30k,Gold
2002,77484,60k-100k,Platinum
2003,25682,10k-30k,Standard
2004,14778,10k-30k,Gold
2005,113434,> 100k,Platinum
2006,78835,60k-100k,Gold
2007,42119,30k-60k,Gold
2008,37188,30k-60k,Gold
2009,49397,30k-60k,Standard
2010,41616,30k-60k,Standard
2011,20856,10k-30k,Gold
2012,27216,10k-30k,Standard
2013,143272,> 100k,Gold
2014,235745,> 100k,Gold
2015,108430,> 100k,Standard
2016,50754,30k-60k,Gold
2017,28669,10k-30k,Standard
2018,20770,10k-30k,Gold
2019,21750,10k-30k,Standard
2020,24654,10k-30k,Platinum
2021,163703,> 100k,Standard
2022,128591,> 100k,Gold
2023,61230,60k-100k,Platinum
2024,18537,10k-30k,Standard
2025,67855,60k-100k,Gold
2026,30729,30k-60k,Standard
2027,8045,< 10k,Gold
2028,44398,30k-60k,Standard
2029,20143,10k-30k,Platinum
2030,20627,10k-30k,Gold
2031,30476,30k-60k,Standard
2032,25621,10k-30k,Standard
2033,35455,30k-60k,Gold
2034,34281,30k-60k,Standard
2035,9768,< 10k,Standard
2036,105260,> 100k,Standard
2037,18244,10k-30k,Standard
2038,18644,10k-30k,Standard
2039,28854,10k-30k,Gold
2040,33663,30k-60k,Gold
2041,100839,> 100k,Gold
2042,43852,30k-60k,Standard
2043,53988,30k-60k,Standard
2044,44010,30k-60k,Standard
2045,42702,30k-60k,Platinum
2046,45107,30k-60k,Standard
2047,9387,< 10k,Standard
2048,30487,30k-60k,Standard
2049,81926,60k-100k,Gold
2050,500000,> 100k,Gold
2051,15630,10k-30k,Standard
2052,48832,30k-60k,Standard
2053,24349,10k-30k,Gold
2054,152261,> 100k,Standard
2055,14077,10k-30k,Gold
2056,56244,30k-60k,Gold
2057,13560,10k-30k,Gold
2058,29056,10k-30k,Gold
2059,35453,30k-60k,Gold
2060,76786,60k-100k,Platinum
2061,17085,10k-30k,Standard
2062,57778,30k-60k,Standard
2063,36795,30k-60k,Gold
2064,43956,30k-60k,Standard
2065,71028,60k-100k,Platinum
2066,14797,10k-30k,Standard
2067,64049,60k-100k,Platinum
2068,24386,10k-30k,Standard
2069,78206,60k-100k,Gold
2070,45898,30k-60k,Standard
2071,31361,30k-60k,Platinum
2072,24028,10k-30k,Standard
2073,64621,60k-100k,Standard
2074,87786,60k-100k,Standard
2075,25009,10k-30k,Platinum
2076,16430,10k-30k,Standard
2077,59038,30k-60k,Gold
2078,13174,10k-30k,Gold
2079,14561,10k-30k,Gold
2080,17259,10k-30k,Gold
2081,27151,10k-30k,Standard
2082,14250,10k-30k,Gold
2083,9347,< 10k,Gold
2084,16402,10k-30k,Standard
2085,56938,30k-60k,Standard
2086,14911,10k-30k,Standard
2087,28618,10k-30k,Standard
2088,141873,> 100k,Standard
2089,35086,30k-60k,Gold
2090,46155,30k-60k,Platinum
2091,18727,10k-30k,Standard
2092,165120,> 100k,Gold
2093,24861,10k-30k,Standard
2094,30956,30k-60k,Standard
2095,91303,60k-100k,Gold
2096,31977,30k-60k,Platinum
2097,37553,30k-60k,Standard
2098,29816,10k-30k,Standard
2099,29959,10k-30k,Standard
2100,47068,30k-60k,Standard
2101,53479,30k-60k,Gold
2102,23149,10k-30k,Gold
2103,21242,10k-30k,Gold
2104,23708,10k-30k,Standard
2105,13617,10k-30k,Platinum
2106,11928,10k-30k,Standard
2107,44712,30k-60k,Gold
2108,70053,60k-100k,Standard
2109,66818,60k-100k,Gold
2110,6854,< 10k,Gold
2111,30590,30k-60k,Platinum
2112,16789,10k-30k,Standard
2113,40159,30k-60k,Gold
2114,27106,10k-30k,Gold
2115,54958,30k-60k,Gold
2116,35831,30k-60k,Standard
2117,9631,< 10k,Standard
2118,18454,10k-30k,Standard
2119,36462,30k-60k,Standard
2120,38679,30k-60k,Gold
2121,13575,10k-30k,Gold
2122,12387,10k-30k,Standard
2123,37773,30k-60k,Platinum
2124,13594,10k-30k,Standard
2125,11293,10k-30k,Standard
2126,26592,10k-30k,Standard
2127,25798,10k-30k,Gold
2128,19635,10k-30k,Gold
2129,22189,10k-30k,Standard
2130,36668,30k-60k,Gold
2131,21936,10k-30k,Standard
2132,38157,30k-60k,Standard
2133,27824,10k-30k,Standard
2134,40837,30k-60k,Standard
2135,67154,60k-100k,Gold
2136,65347,60k-100k,Gold
2137,89477,60k-100k,Standard
2138,65297,60k-100k,Standard
2139,42915,30k-60k,Standard
2140,26811,10k-30k,Standard
2141,27682,10k-30k,Standard
2142,19644,10k-30k,Standard
2143,36430,30k-60k,Gold
2144,59170,30k-60k,Standard
2145,21851,10k-30k,Standard
2146,35381,30k-60k,Platinum
2147,22603,10k-30k,Standard
2148,42047,30k-60k,Standard
2149,24721,10k-30k,Standard
2150,21640,10k-30k,Standard
2151,22562,10k-30k,Standard
2152,51654,30k-60k,Standard
2153,33937,30k-60k,Gold
2154,26906,10k-30k,Gold
2155,43607,30k-60k,Gold
2156,27169,10k-30k,Standard
2157,79902,60k-100k,Standard
2158,18366,10k-30k,Standard
2159,31860,30k-60k,Standard
2160,13584,10k-30k,Standard
2161,28486,10k-30k,Standard
2162,11206,10k-30k,Standard
2163,61231,60k-100k,Standard
2164,62103,60k-100k,Standard
2165,62875,60k-100k,Standard
2166,37056,30k-60k,Standard
2167,19615,10k-30k,Standard
2168,20738,10k-30k,Standard
2169,105992,> 100k,Standard
2170,99208,60k-100k,Standard
2171,39568,30k-60k,Standard
2172,25312,10k-30k,Standard
2173,94659,60k-100k,Gold
2174,22333,10k-30k,Standard
2175,42624,30k-60k,Standard
2176,93561,60k-100k,Standard
2177,20222,10k-30k,Standard
2178,64890,60k-100k,Standard
2179,52281,30k-60k,Platinum
2180,35324,30k-60k,Gold
2181,18116,10k-30k,Standard
2182,21870,10k-30k,Gold
2183,44472,30k-60k,Standard
2184,13408,10k-30k,Standard
2185,39795,30k-60k,Gold
2186,53036,30k-60k,Standard
2187,72377,60k-100k,Standard
2188,13645,10k-30k,Gold
2189,91251,60k-100k,Standard
2190,118985,> 100k,Platinum
2191,48392,30k-60k,Gold
2192,17559,10k-30k,Gold
2193,28863,10k-30k,Standard
2194,35125,30k-60k,Standard
2195,43884,30k-60k,Gold
2196,36878,30k-60k,Platinum
2197,44214,30k-60k,Standard
2198,34080,30k-60k,Platinum
2199,43720,30k-60k,Standard
2200,26308,10k-30k,Standard
2201,28660,10k-30k,Standard
2202,24264,10k-30k,Standard
2203,138979,> 100k,Gold
2204,101187,> 100k,Standard
2205,53567,30k-60k,Platinum
2206,91832,60k-100k,Standard
2207,63508,60k-100k,Standard
2208,41228,30k-60k,Gold
2209,12658,10k-30k,Standard
2210,30226,30k-60k,Gold
2211,28723,10k-30k,Standard
2212,16429,10k-30k,Standard
2213,12831,10k-30k,Standard
2214,51272,30k-60k,Platinum
2215,45576,30k-60k,Standard
2216,16039,10k-30k,Gold
2217,21544,10k-30k,Gold
2218,81867,60k-100k,Standard
2219,19645,10k-30k,Gold
2220,40927,30k-60k,Standard
2221,31797,30k-60k,Standard
2222,51764,30k-60k,Standard
2223,19944,10k-30k,Standard
2224,38679,30k-60k,Standard
2225,40868,30k-60k,Standard
2226,42664,30k-60k,Standard
2227,38382,30k-60k,Gold
2228,46222,30k-60k,Standard
2229,168423,> 100k,Gold
2230,218143,> 100k,Standard
2231,23214,10k-30k,Gold
2232,7166,< 10k,Standard
2233,55096,30k-60k,Standard
2234,41372,30k-60k,Standard
2235,76322,60k-100k,Standard
2236,44330,30k-60k,Standard
2237,37836,30k-60k,Gold
2238,80036,60k-100k,Gold
2239,88269,60k-100k,Gold
2240,13758,10k-30k,Standard
2241,20504,10k-30k,Standard
2242,33728,30k-60k,Platinum
2243,38906,30k-60k,Standard
2244,31002,30k-60k,Platinum
2245,49214,30k-60k,Standard
2246,72931,60k-100k,Platinum
2247,121284,> 100k,Platinum
2248,54460,30k-60k,Gold
2249,19997,10k-30k,Standard
2250,32755,30k-60k,Standard
2251,34449,30k-60k,Platinum
2252,52064,30k-60k,Gold
2253,47653,30k-60k,Standard
2254,152554,> 100k,Standard
2255,26289,10k-30k,Gold
2256,47539,30k-60k,Standard
2257,188772,> 100k,Gold
2258,24109,10k-30k,Gold
2259,40199,30k-60k,Platinum
2260,18743,10k-30k,Standard
2261,38463,30k-60k,Standard
2262,21033,10k-30k,Standard
2263,75565,60k-100k,Platinum
2264,40260,30k-60k,Standard
2265,18867,10k-30k,Standard
2266,65407,60k-100k,Standard
2267,41182,30k-60k,Standard
2268,70754,60k-100k,Gold
2269,16262,10k-30k,Gold
2270,47012,30k-60k,Gold
2271,62401,60k-100k,Standard
2272,27001,10k-30k,Platinum
2273,15043,10k-30k,Standard
2274,35273,30k-60k,Gold
2275,85791,60k-100k,Standard
2276,79869,60k-100k,Standard
2277,26905,10k-30k,Standard
2278,14791,10k-30k,Standard
2279,26854,10k-30k,Gold
2280,26162,10k-30k,Standard
2281,49638,30k-60k,Standard
2282,33742,30k-60k,Gold
2283,21433,10k-30k,Standard
2284,78667,60k-100k,Standard
2285,40066,30k-60k,Standard
2286,49256,30k-60k,Gold
2287,10856,10k-30k,Standard
2288,6654,< 10k,Platinum
2289,13276,10k-30k,Standard
2290,25942,10k-30k,Standard
2291,54363,30k-60k,Standard
2292,7047,< 10k,Gold
2293,110746,> 100k,Standard
2294,40920,30k-60k,Gold
2295,94108,60k-100k,Standard
2296,19532,10k-30k,Standard
2297,51673,30k-60k,Gold
2298,38547,30k-60k,Gold
2299,64368,60k-100k,Standard
2300,30833,30k-60k,Gold
2301,50576,30k-60k,Gold
2302,78553,60k-100k,Standard
2303,23021,10k-30k,Standard
2304,43026,30k-60k,Standard
2305,9686,< 10k,Standard
2306,59382,30k-60k,Gold
2307,142666,> 100k,Standard
2308,15197,10k-30k,Standard
2309,34065,30k-60k,Standard
2310,67261,60k-100k,Platinum
2311,37123,30k-60k,Gold
2312,40764,30k-60k,Standard
2313,27620,10k-30k,Standard
2314,26911,10k-30k,Standard
2315,34177,30k-60k,Gold
2316,37390,30k-60k,Standard
2317,15882,10k-30k,Platinum
2318,34675,30k-60k,Standard
2319,108876,> 100k,Standard
2320,27081,10k-30k,Gold
2321,15274,10k-30k,Gold
2322,32663,30k-60k,Standard
2323,22021,10k-30k,Gold
2324,14230,10k-30k,Standard
2325,40031,30k-60k,Standard
2326,22088,10k-30k,Gold
2327,23451,10k-30k,Platinum
2328,40432,30k-60k,Gold
2329,12416,10k-30k,Standard
2330,10731,10k-30k,Gold
2331,58081,30k-60k,Standard
2332,9399,< 10k,Standard
2333,18330,10k-30k,Gold
2334,10302,10k-30k,Standard
2335,25840,10k-30k,Platinum
2336,49003,30k-60k,Standard
2337,39286,30k-60k,Standard
2338,193747,> 100k,Gold
2339,77717,60k-100k,Gold
2340,18924,10k-30k,Standard
2341,15710,10k-30k,Standard
2342,241513,> 100k,Gold
2343,76404,60k-100k,Standard
2344,54861,30k-60k,Standard
2345,38269,30k-60k,Gold
2346,43978,30k-60k,Standard
2347,12868,10k-30k,Platinum
2348,40535,30k-60k,Gold
2349,38172,30k-60k,Platinum
2350,19285,10k-30k,Standard
2351,24910,10k-30k,Platinum
2352,104885,> 100k,Standard
2353,33268,30k-60k,Standard
2354,154789,> 100k,Standard
2355,10737,10k-30k,Standard
2356,25197,10k-30k,Standard
2357,12294,10k-30k,Standard
2358,15574,10k-30k,Standard
2359,20338,10k-30k,Standard
2360,45284,30k-60k,Gold
2361,43773,30k-60k,Standard
2362,22572,10k-30k,Gold
2363,7635,< 10k,Standard
2364,102169,> 100k,Platinum
2365,29731,10k-30k,Standard
2366,16623,10k-30k,Platinum
2367,44022,30k-60k,Standard
2368,41902,30k-60k,Platinum
2369,28973,10k-30k,Standard
2370,40294,30k-60k,Gold
2371,16179,10k-30k,Gold
2372,61817,60k-100k,Standard
2373,18073,10k-30k,Standard
2374,23768,10k-30k,Gold
2375,57191,30k-60k,Standard
2376,84353,60k-100k,Standard
2377,110198,> 100k,Gold
2378,76043,60k-100k,Standard
2379,28944,10k-30k,Gold
2380,12348,10k-30k,Standard
2381,97104,60k-100k,Standard
2382,94796,60k-100k,Standard
2383,22688,10k-30k,Gold
2384,69205,60k-100k,Platinum
2385,28781,10k-30k,Standard
2386,103869,> 100k,Standard
2387,25326,10k-30k,Standard
2388,145082,> 100k,Gold
2389,62961,60k-100k,Standard
2390,127807,> 100k,Standard
2391,26247,10k-30k,Standard
2392,48219,30k-60k,Standard
2393,18425,10k-30k,Standard
2394,65564,60k-100k,Standard
2395,68140,60k-100k,Gold
2396,194447,> 100k,Platinum
2397,50890,30k-60k,Gold
2398,60286,60k-100k,Standard
2399,26119,10k-30k,Standard
2400,53048,30k-60k,Standard
2401,27835,10k-30k,Gold
2402,39383,30k-60k,Standard
2403,41034,30k-60k,Platinum
2404,28378,10k-30k,Standard
2405,37951,30k-60k,Gold
2406,27925,10k-30k,Gold
2407,27838,10k-30k,Standard
2408,77162,60k-100k,Gold
2409,41059,30k-60k,Platinum
2410,46302,30k-60k,Platinum
2411,13093,10k-30k,Gold
2412,48845,30k-60k,Standard
2413,52643,30k-60k,Gold
2414,27478,10k-30k,Gold
2415,156298,> 100k,Standard
2416,7313,< 10k,Standard
2417,62884,60k-100k,Standard
2418,59812,30k-60k,Standard
2419,53056,30k-60k,Gold
2420,41082,30k-60k,Standard
2421,53395,30k-60k,Standard
2422,66684,60k-100k,Standard
2423,21848,10k-30k,Standard
2424,44776,30k-60k,Standard
2425,31942,30k-60k,Standard
2426,16888,10k-30k,Standard
2427,59995,30k-60k,Gold
2428,24463,10k-30k,Standard
2429,12727,10k-30k,Standard
2430,24899,10k-30k,Standard
2431,20759,10k-30k,Standard
2432,74602,60k-100k,Standard
2433,40426,30k-60k,Standard
2434,95575,60k-100k,Standard
2435,22774,10k-30k,Standard
2436,66964,60k-100k,Standard
2437,265066,> 100k,Gold
2438,46593,30k-60k,Standard
2439,66380,60k-100k,Gold
2440,59010,30k-60k,Gold
2441,13420,10k-30k,Gold
2442,54724,30k-60k,Standard
2443,45004,30k-60k,Gold
2444,30278,30k-60k,Standard
2445,19558,10k-30k,Standard
2446,59029,30k-60k,Standard
2447,18385,10k-30k,Platinum
2448,161708,> 100k,Standard
2449,39336,30k-60k,Platinum
2450,15424,10k-30k,Standard
2451,25341,10k-30k,Platinum
2452,29890,10k-30k,Platinum
2453,196548,> 100k,Platinum
2454,19551,10k-30k,Standard
2455,33478,30k-60k,Gold
2456,24922,10k-30k,Platinum
2457,51507,30k-60k,Standard
2458,25202,10k-30k,Standard
2459,16361,10k-30k,Gold
2460,31675,30k-60k,Standard
2461,29449,10k-30k,Gold
2462,23990,10k-30k,Standard
2463,24905,10k-30k,Standard
2464,83223,60k-100k,Standard
2465,29032,10k-30k,Standard
2466,16417,10k-30k,Standard
2467,26278,10k-30k,Gold
2468,37723,30k-60k,Standard
2469,14251,10k-30k,Gold
2470,113344,> 100k,Gold
2471,66656,60k-100k,Standard
2472,98826,60k-100k,Standard
2473,47786,30k-60k,Standard
2474,8386,< 10k,Standard
2475,106375,> 100k,Standard
2476,19840,10k-30k,Standard
2477,21004,10k-30k,Platinum
2478,40515,30k-60k,Standard
2479,95297,60k-100k,Standard
2480,75909,60k-100k,Platinum
2481,68486,60k-100k,Gold
2482,29194,10k-30k,Gold
2483,28873,10k-30k,Gold
2484,46265,30k-60k,Standard
2485,33155,30k-60k,Gold
2486,67678,60k-100k,Platinum
2487,64931,60k-100k,Standard
2488,54936,30k-60k,Standard
2489,6197,< 10k,Standard
2490,39719,30k-60k,Standard
2491,33651,30k-60k,Standard
2492,40848,30k-60k,Gold
2493,21417,10k-30k,Standard
2494,14366,10k-30k,Standard
2495,50221,30k-60k,Standard
2496,28299,10k-30k,Gold
2497,54300,30k-60k,Standard
2498,22705,10k-30k,Standard
2499,97844,60k-100k,Gold
2500,73184,60k-100k,Standard
2501,44702,30k-60k,Standard
2502,31278,30k-60k,Standard
2503,65952,60k-100k,Gold
2504,47800,30k-60k,Gold
2505,42916,30k-60k,Standard
2506,75358,60k-100k,Standard
2507,98575,60k-100k,Gold
2508,15113,10k-30k,Gold
2509,17408,10k-30k,Gold
2510,21032,10k-30k,Gold
2511,12686,10k-30k,Standard
2512,34754,30k-60k,Gold
2513,55275,30k-60k,Gold
2514,35775,30k-60k,Gold
2515,24987,10k-30k,Platinum
2516,79899,60k-100k,Standard
2517,40070,30k-60k,Platinum
2518,46170,30k-60k,Gold
2519,81467,60k-100k,Gold
2520,33313,30k-60k,Standard
2521,153606,> 100k,Gold
2522,26543,10k-30k,Gold
2523,147055,> 100k,Standard
2524,18355,10k-30k,Gold
2525,52168,30k-60k,Gold
2526,23161,10k-30k,Standard
2527,79514,60k-100k,Standard
2528,25984,10k-30k,Standard
2529,44516,30k-60k,Standard
2530,23031,10k-30k,Standard
2531,69986,60k-100k,Standard
2532,22947,10k-30k,Standard
2533,117994,> 100k,Standard
2534,18084,10k-30k,Standard
2535,14158,10k-30k,Gold
2536,70691,60k-100k,Standard
2537,24000,10k-30k,Gold
2538,36131,30k-60k,Standard
2539,28982,10k-30k,Standard
2540,14489,10k-30k,Standard
2541,34410,30k-60k,Gold
2542,88030,60k-100k,Gold
2543,73291,60k-100k,Gold
2544,42712,30k-60k,Standard
2545,79109,60k-100k,Gold
2546,17297,10k-30k,Standard
2547,28916,10k-30k,Gold
2548,47909,30k-60k,Standard
2549,33147,30k-60k,Standard
2550,30553,30k-60k,Standard
2551,15670,10k-30k,Gold
2552,8459,< 10k,Standard
2553,64376,60k-100k,Standard
2554,43055,30k-60k,Standard
2555,68281,60k-100k,Platinum
2556,26740,10k-30k,Standard
2557,22049,10k-30k,Gold
2558,36482,30k-60k,Platinum
2559,66034,60k-100k,Platinum
2560,30883,30k-60k,Gold
2561,63656,60k-100k,Gold
2562,17954,10k-30k,Standard
2563,32434,30k-60k,Standard
2564,34576,30k-60k,Gold
2565,85688,60k-100k,Standard
2566,41996,30k-60k,Standard
2567,123285,> 100k,Gold
2568,14137,10k-30k,Standard
2569,39772,30k-60k,Gold
2570,41174,30k-60k,Gold
2571,56053,30k-60k,Standard
2572,20550,10k-30k,Standard
2573,118079,> 100k,Standard
2574,36646,30k-60k,Platinum
2575,16967,10k-30k,Standard
2576,35910,30k-60k,Standard
2577,29166,10k-30k,Gold
2578,254807,> 100k,Standard
2579,75732,60k-100k,Standard
2580,37600,30k-60k,Standard
2581,33579,30k-60k,Standard
2582,70667,60k-100k,Standard
2583,73072,60k-100k,Gold
2584,4731,< 10k,Standard
2585,56959,30k-60k,Standard
2586,37033,30k-60k,Standard
2587,14504,10k-30k,Standard
2588,67248,60k-100k,Platinum
2589,174963,> 100k,Standard
2590,53624,30k-60k,Platinum
2591,78456,60k-100k,Standard
2592,128397,> 100k,Gold
2593,20308,10k-30k,Standard
2594,9894,< 10k,Standard
2595,57515,30k-60k,Standard
2596,30536,30k-60k,Gold
2597,13878,10k-30k,Standard
2598,34381,30k-60k,Standard
2599,60432,60k-100k,Gold
2600,32719,30k-60k,Standard
2601,20935,10k-30k,Standard
2602,31055,30k-60k,Gold
2603,35823,30k-60k,Standard
2604,9408,< 10k,Gold
2605,32861,30k-60k,Standard
2606,14171,10k-30k,Standard
2607,57602,30k-60k,Standard
2608,12176,10k-30k,Platinum
2609,73783,60k-100k,Gold
2610,27271,10k-30k,Platinum
2611,24832,10k-30k,Standard
2612,44628,30k-60k,Gold
2613,19806,10k-30k,Standard
2614,44140,30k-60k,Standard
2615,21753,10k-30k,Gold
2616,24594,10k-30k,Standard
2617,48230,30k-60k,Standard
2618,16366,10k-30k,Standard
2619,14987,10k-30k,Gold
2620,43207,30k-60k,Standard
2621,35638,30k-60k,Standard
2622,40867,30k-60k,Platinum
2623,45676,30k-60k,Standard
2624,37803,30k-60k,Standard
2625,55584,30k-60k,Gold
2626,38878,30k-60k,Gold
2627,8909,< 10k,Standard
2628,10683,10k-30k,Gold
2629,140023,> 100k,Standard
2630,36317,30k-60k,Standard
2631,70627,60k-100k,Standard
2632,28509,10k-30k,Standard
2633,34870,30k-60k,Standard
2634,26440,10k-30k,Platinum
2635,204055,> 100k,Gold
2636,43359,30k-60k,Platinum
2637,24974,10k-30k,Gold
2638,11429,10k-30k,Standard
2639,144583,> 100k,Standard
2640,32393,30k-60k,Platinum
2641,61142,60k-100k,Gold
2642,66118,60k-100k,Platinum
2643,26265,10k-30k,Standard
2644,58146,30k-60k,Standard
2645,23791,10k-30k,Standard
2646,18155,10k-30k,Standard
2647,82053,60k-100k,Standard
2648,32508,30k-60k,Standard
2649,52206,30k-60k,Gold
2650,48418,30k-60k,Standard
2651,56758,30k-60k,Standard
2652,12215,10k-30k,Gold
2653,24107,10k-30k,Standard
2654,28936,10k-30k,Standard
2655,20291,10k-30k,Standard
2656,49035,30k-60k,Gold
2657,83351,60k-100k,Standard
2658,93118,60k-100k,Platinum
2659,28639,10k-30k,Standard
2660,44550,30k-60k,Standard
2661,49610,30k-60k,Standard
2662,56099,30k-60k,Standard
2663,19639,10k-30k,Standard
2664,129885,> 100k,Gold
2665,69464,60k-100k,Standard
2666,70746,60k-100k,Gold
2667,84324,60k-100k,Gold
2668,52780,30k-60k,Gold
2669,17692,10k-30k,Standard
2670,32949,30k-60k,Platinum
2671,11433,10k-30k,Standard
2672,48559,30k-60k,Standard
2673,32258,30k-60k,Gold
2674,35299,30k-60k,Standard
2675,84355,60k-100k,Gold
2676,26373,10k-30k,Standard
2677,30440,30k-60k,Standard
2678,36878,30k-60k,Standard
2679,10016,10k-30k,Standard
2680,30144,30k-60k,Standard
2681,6373,< 10k,Standard
2682,24104,10k-30k,Gold
2683,66080,60k-100k,Gold
