id_cliente,idade,faixa_etaria,escolaridade,genero,estado_civil
2580,59,56+,Graduação,Feminino,Solteiro
2581,42,36-45,Graduação,Feminino,Casado
2582,42,36-45,Ensino Médio,Feminino,Solteiro
2583,37,36-45,Graduação,Feminino,Solteiro
2584,52,46-55,Graduação,Masculino,Outros
2585,51,46-55,Graduação,Masculino,Solteiro
2586,30,26-35,Pós-Graduação,Masculino,Casado
2587,22,18-25,Graduação,Masculino,Solteiro
2588,35,26-35,Ensino Médio,Masculino,Casado
2589,28,26-35,Pós-Graduação,Feminino,Casado
2590,37,36-45,Graduação,Masculino,Casado
2591,52,46-55,Graduação,Masculino,Solteiro
2592,32,26-35,Pós-Graduação,Masculino,Solteiro
2593,37,36-45,Pós-Graduação,Feminino,Casado
2594,38,36-45,Outros,Feminino,Solteiro
2595,48,46-55,Graduação,Masculino,Casado
2596,18,18-25,Graduação,Feminino,Outros
2597,30,26-35,Pós-Graduação,Masculino,Solteiro
2598,40,36-45,Ensino Médio,Feminino,Solteiro
2599,52,46-55,Graduação,Feminino,Casado
2600,32,26-35,Graduação,Masculino,Solteiro
2601,18,18-25,Pós-Graduação,Feminino,Solteiro
2602,45,36-45,Ensino Médio,Feminino,Outros
2603,30,26-35,Graduação,Masculino,Casado
2604,23,18-25,Graduação,Feminino,Casado
2605,30,26-35,Graduação,Masculino,Solteiro
2606,35,26-35,Graduação,Masculino,Casado
2607,30,26-35,Ensino Médio,Masculino,Casado
2608,18,18-25,Outros,Masculino,Outros
2609,48,46-55,Graduação,Masculino,Casado
2610,53,46-55,Ensino Médio,Feminino,Outros
2611,45,36-45,Ensino Médio,Masculino,Casado
2612,24,18-25,Outros,Masculino,Solteiro
2613,35,26-35,Graduação,Feminino,Solteiro
2614,37,36-45,Graduação,Feminino,Solteiro
2615,45,36-45,Graduação,Feminino,Outros
2616,46,46-55,Ensino Médio,Feminino,Casado
2617,29,26-35,Pós-Graduação,Feminino,Outros
2618,38,36-45,Graduação,Feminino,Solteiro
2619,43,36-45,Graduação,Feminino,Casado
2620,55,46-55,Graduação,Feminino,Outros
2621,46,46-55,Graduação,Masculino,Casado
2622,47,46-55,Ensino Médio,Masculino,Solteiro
2623,39,36-45,Graduação,Feminino,Casado
2624,54,46-55,Ensino Médio,Masculino,Solteiro
2625,42,36-45,Graduação,Masculino,Solteiro
2626,27,26-35,Graduação,Feminino,Casado
2627,54,46-55,Graduação,Feminino,Solteiro
2628,46,46-55,Pós-Graduação,Masculino,Casado
2629,32,26-35,Graduação,Feminino,Casado
2630,32,26-35,Ensino Médio,Feminino,Casado
2631,41,36-45,Graduação,Feminino,Casado
2632,43,36-45,Ensino Médio,Feminino,Casado
2633,40,36-45,Graduação,Feminino,Solteiro
2634,41,36-45,Pós-Graduação,Feminino,Solteiro
2635,58,56+,Pós-Graduação,Masculino,Solteiro
2636,50,46-55,Graduação,Feminino,Casado
2637,40,36-45,Graduação,Feminino,Solteiro
2638,49,46-55,Pós-Graduação,Feminino,Solteiro
2639,25,18-25,Graduação,Feminino,Casado
2640,42,36-45,Graduação,Masculino,Outros
2641,59,56+,Graduação,Feminino,Solteiro
2642,35,26-35,Ensino Médio,Masculino,Solteiro
2643,27,26-35,Graduação,Masculino,Casado
2644,30,26-35,Graduação,Masculino,Casado
2645,24,18-25,Ensino Médio,Masculino,Solteiro
2646,28,26-35,Graduação,Feminino,Solteiro
2647,33,26-35,Graduação,Masculino,Casado
2648,21,18-25,Graduação,Masculino,Casado
2649,38,36-45,Pós-Graduação,Feminino,Solteiro
2650,48,46-55,Ensino Médio,Masculino,Solteiro
2651,27,26-35,Graduação,Masculino,Solteiro
2652,56,56+,Outros,Masculino,Casado
2653,44,36-45,Ensino Médio,Masculino,Casado
2654,50,46-55,Graduação,Masculino,Casado
2655,30,26-35,Graduação,Masculino,Casado
2656,48,46-55,Graduação,Feminino,Casado
2657,24,18-25,Graduação,Masculino,Outros
2658,48,46-55,Graduação,Masculino,Solteiro
2659,40,36-45,Graduação,Feminino,Solteiro
2660,44,36-45,Graduação,Masculino,Casado
2661,23,18-25,Pós-Graduação,Feminino,Casado
2662,27,26-35,Outros,Masculino,Casado
2663,45,36-45,Pós-Graduação,Masculino,Casado
2664,26,26-35,Outros,Feminino,Solteiro
2665,43,36-45,Outros,Masculino,Casado
2666,21,18-25,Graduação,Masculino,Casado
2667,48,46-55,Ensino Médio,Feminino,Casado
2668,23,18-25,Graduação,Masculino,Casado
2669,44,36-45,Graduação,Feminino,Solteiro
2670,45,36-45,Graduação,Feminino,Casado
2671,29,26-35,Graduação,Masculino,Solteiro
2672,44,36-45,Graduação,Feminino,Solteiro
2673,41,36-45,Graduação,Masculino,Casado
2674,31,26-35,Graduação,Feminino,Casado
2675,25,18-25,Graduação,Feminino,Solteiro
2676,18,18-25,Graduação,Feminino,Solteiro
2677,42,36-45,Pós-Graduação,Masculino,Casado
2678,19,18-25,Pós-Graduação,Feminino,Casado
2679,39,36-45,Graduação,Masculino,Casado
2680,34,26-35,Pós-Graduação,Masculino,Casado
2681,46,46-55,Pós-Graduação,Feminino,Casado
2682,34,26-35,Ensino Médio,Masculino,Casado
2683,34,26-35,Pós-Graduação,Feminino,Casado
2684,46,46-55,Ensino Médio,Masculino,Casado
2685,42,36-45,Graduação,Feminino,Casado
2686,41,36-45,Ensino Médio,Masculino,Outros
2687,43,36-45,Graduação,Masculino,Solteiro
2688,19,18-25,Graduação,Masculino,Outros
2689,47,46-55,Graduação,Feminino,Casado
2690,45,36-45,Graduação,Masculino,Solteiro
2691,25,18-25,Graduação,Feminino,Casado
2692,35,26-35,Pós-Graduação,Masculino,Solteiro
2693,37,36-45,Outros,Masculino,Casado
2694,36,36-45,Graduação,Masculino,Casado
2695,42,36-45,Graduação,Masculino,Outros
2696,55,46-55,Ensino Médio,Feminino,Solteiro
2697,50,46-55,Graduação,Feminino,Outros
2698,22,18-25,Ensino Médio,Masculino,Casado
2699,45,36-45,Graduação,Feminino,Casado
2700,53,46-55,Ensino Médio,Feminino,Casado
2701,42,36-45,Pós-Graduação,Masculino,Solteiro
2702,51,46-55,Ensino Médio,Masculino,Solteiro
2703,62,56+,Ensino Médio,Feminino,Outros
2704,50,46-55,Graduação,Masculino,Casado
2705,40,36-45,Pós-Graduação,Masculino,Solteiro
2706,50,46-55,Graduação,Masculino,Casado
2707,39,36-45,Outros,Feminino,Casado
2708,38,36-45,Graduação,Masculino,Solteiro
2709,33,26-35,Graduação,Masculino,Solteiro
2710,56,56+,Pós-Graduação,Masculino,Casado
2711,28,26-35,Graduação,Masculino,Casado
2712,56,56+,Graduação,Masculino,Casado
2713,43,36-45,Outros,Feminino,Casado
2714,21,18-25,Graduação,Masculino,Casado
2715,42,36-45,Ensino Médio,Feminino,Casado
2716,18,18-25,Graduação,Masculino,Casado
2717,45,36-45,Pós-Graduação,Feminino,Outros
2718,48,46-55,Graduação,Feminino,Outros
2719,30,26-35,Graduação,Masculino,Solteiro
2720,39,36-45,Outros,Feminino,Outros
2721,61,56+,Ensino Médio,Masculino,Solteiro
2722,31,26-35,Graduação,Feminino,Casado
2723,25,18-25,Graduação,Masculino,Casado
2724,55,46-55,Graduação,Feminino,Outros
2725,61,56+,Outros,Feminino,Solteiro
2726,38,36-45,Ensino Médio,Feminino,Solteiro
2727,50,46-55,Ensino Médio,Masculino,Outros
2728,54,46-55,Graduação,Masculino,Casado
2729,29,26-35,Graduação,Feminino,Casado
2730,32,26-35,Graduação,Feminino,Casado
2731,52,46-55,Graduação,Feminino,Casado
2732,58,56+,Graduação,Masculino,Casado
2733,44,36-45,Pós-Graduação,Feminino,Casado
2734,27,26-35,Pós-Graduação,Masculino,Casado
2735,61,56+,Ensino Médio,Feminino,Casado
2736,31,26-35,Ensino Médio,Masculino,Casado
2737,33,26-35,Graduação,Masculino,Casado
2738,42,36-45,Graduação,Feminino,Solteiro
2739,56,56+,Graduação,Masculino,Casado
2740,48,46-55,Ensino Médio,Feminino,Solteiro
2741,42,36-45,Ensino Médio,Feminino,Outros
2742,43,36-45,Ensino Médio,Masculino,Casado
2743,38,36-45,Ensino Médio,Masculino,Casado
2744,44,36-45,Graduação,Feminino,Solteiro
2745,18,18-25,Graduação,Masculino,Solteiro
2746,34,26-35,Graduação,Feminino,Solteiro
2747,40,36-45,Graduação,Feminino,Casado
2748,24,18-25,Ensino Médio,Masculino,Solteiro
2749,42,36-45,Graduação,Masculino,Outros
2750,35,26-35,Pós-Graduação,Masculino,Solteiro
2751,59,56+,Graduação,Feminino,Casado
2752,56,56+,Outros,Masculino,Outros
2753,32,26-35,Graduação,Masculino,Solteiro
2754,36,36-45,Graduação,Feminino,Solteiro
2755,37,36-45,Graduação,Feminino,Casado
2756,32,26-35,Pós-Graduação,Masculino,Solteiro
2757,40,36-45,Graduação,Masculino,Casado
2758,28,26-35,Ensino Médio,Feminino,Casado
2759,24,18-25,Graduação,Feminino,Solteiro
2760,45,36-45,Ensino Médio,Feminino,Casado
2761,45,36-45,Graduação,Feminino,Solteiro
2762,28,26-35,Pós-Graduação,Feminino,Solteiro
2763,48,46-55,Outros,Feminino,Casado
2764,30,26-35,Graduação,Feminino,Solteiro
2765,41,36-45,Graduação,Feminino,Outros
2766,47,46-55,Ensino Médio,Feminino,Casado
2767,37,36-45,Graduação,Masculino,Solteiro
2768,43,36-45,Ensino Médio,Masculino,Casado
2769,31,26-35,Pós-Graduação,Feminino,Solteiro
2770,35,26-35,Graduação,Masculino,Casado
2771,35,26-35,Pós-Graduação,Feminino,Casado
2772,29,26-35,Ensino Médio,Masculino,Casado
2773,35,26-35,Graduação,Feminino,Outros
2774,19,18-25,Ensino Médio,Masculino,Solteiro
2775,32,26-35,Outros,Feminino,Solteiro
2776,34,26-35,Graduação,Feminino,Casado
2777,34,26-35,Graduação,Masculino,Solteiro
2778,35,26-35,Graduação,Feminino,Casado
2779,37,36-45,Graduação,Masculino,Casado
2780,43,36-45,Graduação,Masculino,Solteiro
2781,48,46-55,Graduação,Masculino,Casado
2782,30,26-35,Outros,Masculino,Casado
2783,23,18-25,Outros,Feminino,Solteiro
2784,25,18-25,Ensino Médio,Masculino,Solteiro
2785,32,26-35,Ensino Médio,Feminino,Casado
2786,33,26-35,Graduação,Masculino,Casado
2787,28,26-35,Ensino Médio,Feminino,Casado
2788,22,18-25,Ensino Médio,Masculino,Outros
2789,32,26-35,Graduação,Feminino,Solteiro
2790,40,36-45,Outros,Feminino,Solteiro
2791,45,36-45,Graduação,Feminino,Outros
2792,31,26-35,Graduação,Masculino,Casado
2793,33,26-35,Ensino Médio,Feminino,Outros
2794,26,26-35,Outros,Masculino,Casado
2795,37,36-45,Graduação,Masculino,Casado
2796,27,26-35,Ensino Médio,Masculino,Solteiro
2797,44,36-45,Graduação,Masculino,Casado
2798,18,18-25,Graduação,Masculino,Solteiro
2799,33,26-35,Ensino Médio,Feminino,Casado
2800,41,36-45,Graduação,Masculino,Solteiro
2801,40,36-45,Ensino Médio,Masculino,Casado
2802,70,56+,Graduação,Masculino,Casado
2803,42,36-45,Graduação,Feminino,Outros
2804,25,18-25,Graduação,Feminino,Outros
2805,36,36-45,Graduação,Masculino,Outros
2806,18,18-25,Pós-Graduação,Feminino,Solteiro
2807,37,36-45,Outros,Feminino,Solteiro
2808,28,26-35,Graduação,Masculino,Solteiro
2809,48,46-55,Ensino Médio,Masculino,Casado
2810,31,26-35,Graduação,Feminino,Casado
2811,36,36-45,Graduação,Feminino,Casado
2812,30,26-35,Graduação,Masculino,Outros
2813,58,56+,Graduação,Masculino,Casado
2814,34,26-35,Graduação,Masculino,Outros
2815,59,56+,Graduação,Feminino,Solteiro
2816,47,46-55,Graduação,Feminino,Solteiro
2817,43,36-45,Pós-Graduação,Masculino,Casado
2818,42,36-45,Graduação,Masculino,Casado
2819,42,36-45,Pós-Graduação,Feminino,Outros
2820,18,18-25,Pós-Graduação,Feminino,Casado
2821,34,26-35,Outros,Feminino,Casado
2822,48,46-55,Graduação,Feminino,Casado
2823,37,36-45,Ensino Médio,Feminino,Casado
2824,21,18-25,Graduação,Masculino,Casado
2825,37,36-45,Outros,Masculino,Solteiro
2826,58,56+,Graduação,Masculino,Solteiro
2827,52,46-55,Ensino Médio,Feminino,Solteiro
2828,37,36-45,Graduação,Masculino,Casado
2829,49,46-55,Outros,Masculino,Solteiro
2830,33,26-35,Ensino Médio,Masculino,Solteiro
2831,18,18-25,Ensino Médio,Masculino,Casado
2832,26,26-35,Pós-Graduação,Feminino,Casado
2833,56,56+,Graduação,Masculino,Casado
2834,34,26-35,Graduação,Masculino,Solteiro
2835,35,26-35,Graduação,Feminino,Solteiro
2836,34,26-35,Ensino Médio,Masculino,Outros
2837,60,56+,Pós-Graduação,Feminino,Casado
2838,57,56+,Pós-Graduação,Feminino,Solteiro
2839,64,56+,Graduação,Feminino,Casado
2840,36,36-45,Pós-Graduação,Feminino,Casado
2841,41,36-45,Graduação,Masculino,Solteiro
2842,19,18-25,Ensino Médio,Feminino,Casado
2843,55,46-55,Graduação,Masculino,Solteiro
2844,23,18-25,Pós-Graduação,Masculino,Solteiro
2845,40,36-45,Graduação,Masculino,Solteiro
2846,24,18-25,Graduação,Masculino,Casado
2847,30,26-35,Pós-Graduação,Feminino,Outros
2848,27,26-35,Ensino Médio,Masculino,Outros
2849,30,26-35,Ensino Médio,Feminino,Outros
2850,31,26-35,Ensino Médio,Masculino,Solteiro
2851,31,26-35,Ensino Médio,Masculino,Solteiro
2852,48,46-55,Pós-Graduação,Feminino,Solteiro
2853,24,18-25,Outros,Masculino,Casado
2854,40,36-45,Ensino Médio,Feminino,Solteiro
2855,52,46-55,Outros,Masculino,Solteiro
2856,31,26-35,Pós-Graduação,Masculino,Outros
2857,29,26-35,Outros,Masculino,Solteiro
2858,35,26-35,Ensino Médio,Feminino,Casado
2859,52,46-55,Ensino Médio,Masculino,Solteiro
2860,40,36-45,Pós-Graduação,Masculino,Outros
2861,31,26-35,Ensino Médio,Masculino,Casado
2862,43,36-45,Outros,Feminino,Casado
2863,24,18-25,Ensino Médio,Feminino,Solteiro
2864,46,46-55,Graduação,Feminino,Casado
2865,42,36-45,Outros,Masculino,Casado
2866,34,26-35,Graduação,Feminino,Casado
2867,27,26-35,Graduação,Feminino,Solteiro
2868,27,26-35,Graduação,Feminino,Casado
2869,44,36-45,Outros,Feminino,Casado
2870,52,46-55,Pós-Graduação,Feminino,Solteiro
2871,30,26-35,Graduação,Masculino,Outros
2872,43,36-45,Ensino Médio,Feminino,Outros
2873,18,18-25,Ensino Médio,Feminino,Casado
2874,30,26-35,Graduação,Masculino,Outros
2875,37,36-45,Outros,Masculino,Casado
2876,27,26-35,Outros,Feminino,Solteiro
2877,26,26-35,Pós-Graduação,Masculino,Solteiro
2878,29,26-35,Graduação,Feminino,Casado
2879,41,36-45,Pós-Graduação,Masculino,Solteiro
2880,35,26-35,Graduação,Masculino,Casado
2881,18,18-25,Graduação,Masculino,Outros
2882,18,18-25,Outros,Masculino,Casado
2883,30,26-35,Ensino Médio,Masculino,Solteiro
2884,43,36-45,Pós-Graduação,Masculino,Casado
2885,18,18-25,Pós-Graduação,Feminino,Casado
2886,32,26-35,Graduação,Feminino,Outros
2887,31,26-35,Graduação,Masculino,Solteiro
2888,54,46-55,Graduação,Masculino,Outros
2889,33,26-35,Ensino Médio,Feminino,Casado
2890,42,36-45,Outros,Feminino,Casado
2891,39,36-45,Graduação,Masculino,Solteiro
2892,18,18-25,Ensino Médio,Masculino,Solteiro
2893,47,46-55,Graduação,Masculino,Casado
2894,40,36-45,Ensino Médio,Masculino,Solteiro
2895,44,36-45,Graduação,Masculino,Casado
2896,75,56+,Pós-Graduação,Feminino,Casado
2897,18,18-25,Outros,Masculino,Casado
2898,58,56+,Graduação,Feminino,Solteiro
2899,34,26-35,Ensino Médio,Feminino,Solteiro
2900,41,36-45,Graduação,Feminino,Solteiro
2901,37,36-45,Pós-Graduação,Feminino,Solteiro
2902,32,26-35,Pós-Graduação,Masculino,Casado
2903,31,26-35,Graduação,Masculino,Outros
2904,41,36-45,Ensino Médio,Masculino,Outros
2905,19,18-25,Graduação,Feminino,Solteiro
2906,47,46-55,Ensino Médio,Feminino,Casado
2907,33,26-35,Ensino Médio,Feminino,Solteiro
2908,24,18-25,Ensino Médio,Masculino,Solteiro
2909,32,26-35,Graduação,Feminino,Outros
2910,53,46-55,Outros,Masculino,Outros
2911,31,26-35,Graduação,Masculino,Solteiro
2912,42,36-45,Graduação,Feminino,Casado
2913,29,26-35,Pós-Graduação,Masculino,Outros
2914,47,46-55,Graduação,Feminino,Solteiro
2915,46,46-55,Pós-Graduação,Masculino,Solteiro
2916,60,56+,Graduação,Feminino,Casado
2917,35,26-35,Graduação,Masculino,Casado
2918,46,46-55,Graduação,Feminino,Solteiro
2919,39,36-45,Ensino Médio,Feminino,Casado
2920,53,46-55,Graduação,Feminino,Casado
2921,29,26-35,Graduação,Masculino,Solteiro
2922,46,46-55,Pós-Graduação,Feminino,Casado
2923,35,26-35,Ensino Médio,Masculino,Casado
2924,37,36-45,Pós-Graduação,Masculino,Casado
2925,39,36-45,Graduação,Masculino,Casado
2926,41,36-45,Graduação,Feminino,Outros
2927,36,36-45,Ensino Médio,Masculino,Casado
2928,40,36-45,Graduação,Feminino,Casado
2929,56,56+,Ensino Médio,Feminino,Outros
2930,49,46-55,Pós-Graduação,Masculino,Outros
2931,48,46-55,Graduação,Feminino,Casado
2932,32,26-35,Graduação,Masculino,Solteiro
2933,27,26-35,Pós-Graduação,Feminino,Solteiro
2934,49,46-55,Graduação,Masculino,Solteiro
2935,48,46-55,Graduação,Masculino,Solteiro
2936,55,46-55,Graduação,Masculino,Outros
2937,30,26-35,Ensino Médio,Masculino,Casado
2938,35,26-35,Graduação,Masculino,Casado
2939,18,18-25,Ensino Médio,Masculino,Casado
2940,33,26-35,Graduação,Masculino,Casado
2941,49,46-55,Graduação,Masculino,Outros
2942,32,26-35,Graduação,Masculino,Solteiro
2943,45,36-45,Pós-Graduação,Feminino,Casado
2944,35,26-35,Pós-Graduação,Feminino,Casado
2945,41,36-45,Graduação,Feminino,Casado
2946,24,18-25,Outros,Feminino,Outros
2947,39,36-45,Ensino Médio,Feminino,Solteiro
2948,18,18-25,Pós-Graduação,Feminino,Solteiro
2949,35,26-35,Ensino Médio,Masculino,Solteiro
2950,18,18-25,Ensino Médio,Feminino,Solteiro
2951,52,46-55,Graduação,Masculino,Solteiro
2952,47,46-55,Ensino Médio,Feminino,Casado
2953,43,36-45,Graduação,Feminino,Outros
2954,56,56+,Graduação,Masculino,Solteiro
2955,26,26-35,Graduação,Feminino,Solteiro
2956,58,56+,Graduação,Masculino,Outros
2957,49,46-55,Graduação,Masculino,Solteiro
2958,35,26-35,Graduação,Masculino,Solteiro
2959,51,46-55,Outros,Feminino,Outros
2960,24,18-25,Outros,Feminino,Casado
2961,28,26-35,Ensino Médio,Feminino,Solteiro
2962,30,26-35,Ensino Médio,Masculino,Solteiro
2963,31,26-35,Outros,Masculino,Casado
2964,25,18-25,Pós-Graduação,Feminino,Solteiro
2965,52,46-55,Graduação,Masculino,Solteiro
2966,34,26-35,Graduação,Feminino,Solteiro
2967,42,36-45,Ensino Médio,Masculino,Outros
2968,31,26-35,Graduação,Masculino,Casado
2969,18,18-25,Ensino Médio,Masculino,Solteiro
2970,41,36-45,Pós-Graduação,Feminino,Solteiro
2971,18,18-25,Graduação,Masculino,Casado
2972,37,36-45,Ensino Médio,Masculino,Casado
2973,21,18-25,Pós-Graduação,Masculino,Outros
2974,61,56+,Graduação,Masculino,Solteiro
2975,48,46-55,Graduação,Masculino,Solteiro
2976,39,36-45,Graduação,Masculino,Solteiro
2977,53,46-55,Ensino Médio,Feminino,Casado
2978,27,26-35,Graduação,Masculino,Casado
2979,44,36-45,Graduação,Feminino,Casado
2980,40,36-45,Pós-Graduação,Feminino,Outros
2981,41,36-45,Ensino Médio,Masculino,Casado
2982,53,46-55,Graduação,Masculino,Outros
2983,46,46-55,Graduação,Feminino,Outros
2984,41,36-45,Ensino Médio,Masculino,Outros
2985,18,18-25,Graduação,Masculino,Solteiro
2986,26,26-35,Ensino Médio,Masculino,Outros
2987,36,36-45,Graduação,Feminino,Casado
2988,39,36-45,Graduação,Feminino,Casado
2989,24,18-25,Pós-Graduação,Feminino,Casado
2990,66,56+,Outros,Feminino,Outros
2991,56,56+,Ensino Médio,Masculino,Casado
2992,45,36-45,Graduação,Masculino,Solteiro
2993,38,36-45,Graduação,Masculino,Casado
2994,35,26-35,Ensino Médio,Masculino,Casado
2995,26,26-35,Ensino Médio,Masculino,Casado
2996,38,36-45,Ensino Médio,Masculino,Solteiro
2997,41,36-45,Graduação,Masculino,Solteiro
2998,23,18-25,Ensino Médio,Masculino,Outros
2999,42,36-45,Graduação,Masculino,Solteiro
3000,36,36-45,Graduação,Feminino,Outros
3001,18,18-25,Graduação,Feminino,Solteiro
3002,27,26-35,Outros,Feminino,Solteiro
3003,33,26-35,Graduação,Masculino,Solteiro
3004,60,56+,Graduação,Masculino,Solteiro
3005,44,36-45,Ensino Médio,Masculino,Solteiro
3006,21,18-25,Graduação,Masculino,Solteiro
3007,43,36-45,Ensino Médio,Masculino,Solteiro
3008,19,18-25,Ensino Médio,Feminino,Solteiro
3009,50,46-55,Pós-Graduação,Feminino,Casado
3010,32,26-35,Outros,Masculino,Solteiro
3011,36,36-45,Ensino Médio,Masculino,Casado
3012,53,46-55,Ensino Médio,Masculino,Solteiro
3013,22,18-25,Ensino Médio,Masculino,Solteiro
3014,21,18-25,Ensino Médio,Masculino,Outros
3015,30,26-35,Pós-Graduação,Masculino,Casado
3016,50,46-55,Graduação,Masculino,Casado
3017,19,18-25,Ensino Médio,Masculino,Casado
3018,18,18-25,Graduação,Masculino,Casado
3019,32,26-35,Pós-Graduação,Masculino,Solteiro
3020,44,36-45,Ensino Médio,Masculino,Solteiro
3021,52,46-55,Ensino Médio,Feminino,Solteiro
3022,32,26-35,Pós-Graduação,Masculino,Outros
3023,33,26-35,Ensino Médio,Feminino,Casado
3024,51,46-55,Ensino Médio,Feminino,Casado
3025,18,18-25,Graduação,Feminino,Casado
3026,33,26-35,Ensino Médio,Feminino,Solteiro
3027,40,36-45,Graduação,Feminino,Solteiro
3028,43,36-45,Pós-Graduação,Feminino,Solteiro
3029,31,26-35,Graduação,Masculino,Casado
3030,38,36-45,Graduação,Masculino,Casado
3031,18,18-25,Graduação,Feminino,Outros
3032,30,26-35,Ensino Médio,Feminino,Casado
3033,43,36-45,Ensino Médio,Feminino,Solteiro
3034,26,26-35,Graduação,Feminino,Casado
3035,38,36-45,Ensino Médio,Feminino,Casado
3036,43,36-45,Pós-Graduação,Feminino,Solteiro
3037,33,26-35,Pós-Graduação,Feminino,Casado
3038,40,36-45,Ensino Médio,Feminino,Solteiro
3039,26,26-35,Pós-Graduação,Feminino,Solteiro
3040,35,26-35,Graduação,Feminino,Solteiro
3041,45,36-45,Ensino Médio,Feminino,Solteiro
3042,39,36-45,Graduação,Feminino,Solteiro
3043,30,26-35,Ensino Médio,Masculino,Casado
3044,40,36-45,Graduação,Masculino,Solteiro
3045,46,46-55,Pós-Graduação,Feminino,Solteiro
3046,18,18-25,Graduação,Feminino,Casado
3047,51,46-55,Graduação,Masculino,Outros
3048,33,26-35,Graduação,Masculino,Solteiro
3049,43,36-45,Graduação,Feminino,Solteiro
3050,52,46-55,Ensino Médio,Feminino,Outros
3051,21,18-25,Outros,Feminino,Casado
3052,29,26-35,Graduação,Feminino,Solteiro
3053,34,26-35,Graduação,Masculino,Casado
3054,28,26-35,Graduação,Masculino,Casado
3055,58,56+,Outros,Masculino,Outros
3056,27,26-35,Outros,Feminino,Solteiro
3057,31,26-35,Graduação,Masculino,Casado
3058,40,36-45,Ensino Médio,Feminino,Solteiro
3059,23,18-25,Graduação,Masculino,Outros
3060,33,26-35,Pós-Graduação,Feminino,Solteiro
3061,41,36-45,Pós-Graduação,Feminino,Solteiro
3062,34,26-35,Graduação,Masculino,Solteiro
3063,36,36-45,Graduação,Feminino,Casado
3064,31,26-35,Pós-Graduação,Masculino,Casado
3065,19,18-25,Ensino Médio,Masculino,Solteiro
3066,41,36-45,Graduação,Masculino,Solteiro
3067,59,56+,Graduação,Masculino,Solteiro
3068,38,36-45,Graduação,Feminino,Solteiro
3069,40,36-45,Pós-Graduação,Feminino,Solteiro
3070,46,46-55,Graduação,Masculino,Casado
3071,22,18-25,Graduação,Masculino,Casado
3072,58,56+,Graduação,Feminino,Casado
3073,40,36-45,Pós-Graduação,Feminino,Solteiro
3074,57,56+,Graduação,Masculino,Casado
3075,29,26-35,Pós-Graduação,Feminino,Solteiro
3076,59,56+,Ensino Médio,Feminino,Casado
3077,47,46-55,Ensino Médio,Feminino,Solteiro
3078,44,36-45,Pós-Graduação,Masculino,Casado
3079,40,36-45,Graduação,Feminino,Solteiro
3080,35,26-35,Pós-Graduação,Feminino,Casado
3081,52,46-55,Graduação,Feminino,Casado
3082,39,36-45,Graduação,Feminino,Outros
3083,18,18-25,Graduação,Feminino,Casado
3084,24,18-25,Graduação,Masculino,Solteiro
3085,35,26-35,Outros,Feminino,Outros
3086,41,36-45,Graduação,Feminino,Solteiro
3087,37,36-45,Graduação,Feminino,Outros
3088,52,46-55,Graduação,Masculino,Casado
3089,18,18-25,Outros,Masculino,Solteiro
3090,39,36-45,Ensino Médio,Feminino,Solteiro
3091,18,18-25,Graduação,Feminino,Casado
3092,47,46-55,Ensino Médio,Masculino,Casado
3093,36,36-45,Graduação,Feminino,Casado
3094,43,36-45,Ensino Médio,Masculino,Solteiro
3095,27,26-35,Ensino Médio,Feminino,Outros
3096,53,46-55,Pós-Graduação,Feminino,Casado
3097,50,46-55,Ensino Médio,Masculino,Casado
3098,45,36-45,Graduação,Feminino,Casado
3099,36,36-45,Graduação,Feminino,Solteiro
3100,44,36-45,Graduação,Masculino,Solteiro
3101,29,26-35,Ensino Médio,Feminino,Casado
3102,48,46-55,Graduação,Masculino,Casado
3103,57,56+,Pós-Graduação,Feminino,Solteiro
3104,50,46-55,Ensino Médio,Masculino,Outros
3105,29,26-35,Pós-Graduação,Masculino,Solteiro
3106,42,36-45,Pós-Graduação,Masculino,Solteiro
3107,22,18-25,Graduação,Masculino,Casado
3108,44,36-45,Graduação,Feminino,Casado
3109,43,36-45,Graduação,Masculino,Casado
3110,18,18-25,Pós-Graduação,Masculino,Casado
3111,24,18-25,Outros,Feminino,Outros
3112,34,26-35,Ensino Médio,Masculino,Solteiro
3113,34,26-35,Graduação,Feminino,Casado
3114,23,18-25,Graduação,Feminino,Casado
3115,42,36-45,Graduação,Feminino,Casado
3116,41,36-45,Graduação,Masculino,Solteiro
3117,35,26-35,Pós-Graduação,Masculino,Casado
3118,28,26-35,Pós-Graduação,Feminino,Casado
3119,50,46-55,Ensino Médio,Masculino,Solteiro
3120,57,56+,Graduação,Masculino,Casado
3121,32,26-35,Graduação,Masculino,Casado
3122,30,26-35,Ensino Médio,Masculino,Casado
3123,43,36-45,Ensino Médio,Feminino,Casado
3124,33,26-35,Graduação,Feminino,Casado
3125,36,36-45,Ensino Médio,Feminino,Casado
3126,46,46-55,Pós-Graduação,Feminino,Solteiro
3127,18,18-25,Ensino Médio,Masculino,Solteiro
3128,53,46-55,Graduação,Masculino,Solteiro
3129,38,36-45,Ensino Médio,Feminino,Solteiro
3130,33,26-35,Outros,Masculino,Casado
3131,36,36-45,Outros,Masculino,Outros
3132,37,36-45,Outros,Feminino,Casado
3133,18,18-25,Graduação,Feminino,Casado
3134,55,46-55,Graduação,Masculino,Casado
3135,38,36-45,Graduação,Feminino,Casado
3136,43,36-45,Ensino Médio,Feminino,Outros
3137,49,46-55,Ensino Médio,Masculino,Casado
